operateur;filiere;annee;code_region;nom_region;code_categorie_consommation;code_grand_secteur;code_secteur_naf2;nb_sites;conso_totale_mwh;conso_moyenne_mwh;nombre_de_mailles_secretisees;part_thermosensible;conso_totale_a_usages_thermosensibles_mwh;conso_totale_a_usages_non_thermosensibles_mwh;thermosensibilite_totale_kwh_dju;conso_totale_corrigee_de_l_alea_climatique_a_usages_thermosensibles_mwh;conso_moyenne_a_usages_thermosensibles_mwh;conso_moyenne_a_usages_non_thermosensibles_mwh;thermosensibilite_moyenne_kwh_dju;conso_moyenne_corrigee_de_l_alea_climatique_a_usages_thermosensibles_mwh;dju_a_tr;dju_a_tn;nombre_d_habitants;taux_de_logements_collectifs;taux_de_residences_principales;superficie_des_logements_30_m2;superficie_des_logements_30_a_40_m2;superficie_des_logements_40_a_60_m2;superficie_des_logements_60_a_80_m2;superficie_des_logements_80_a_100_m2;superficie_des_logements_100_m2;residences_principales_avant_1919;residences_principales_de_1919_a_1945;residences_principales_de_1946_a_1970;residences_principales_de_1971_a_1990;residences_principales_de_1991_a_2005;residences_principales_de_2006_a_2015;residences_principales_apres_2016;taux_de_chauffage_electrique
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;95;14;1528.37243180591;109.169459414708;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;24;Centre-Val de Loire;ENT;TERTIAIRE;88;220;31529.3004801852;143.31500218266;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;INDUSTRIE;06;84;19414.9557422983;231.130425503551;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;INDUSTRIE;42;129;21649.5683769413;167.826111449157;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;TERTIAIRE;36;797;217969.859325358;273.487903795933;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;TERTIAIRE;60;6;1292.19479987563;215.365799979272;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;TERTIAIRE;79;11;1289.06333334154;117.187575758322;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;PRO;AGRICULTURE;;18021;232761.88738165;12.916147127332;2356;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;TERTIAIRE;58;36;9354.71274095811;259.853131693281;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;TERTIAIRE;92;26;16728.6992948638;643.411511340914;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;69;80;5534.07092012931;69.1758865016163;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;INDUSTRIE;21;37;136982.215422128;3702.2220384359;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;TERTIAIRE;55;2060;462887.207834735;224.702528075114;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;INDUSTRIE;23;461;264537.430297724;573.833905201137;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;96;261;39931.9650507944;152.996034677373;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;43;918;53895.153;58.709;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;26;64;60960.3900964999;952.506095257811;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;82;145;36612.9228414919;252.50291614822;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;ENT;TERTIAIRE;51;1;2379.65333333333;2379.65333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;TERTIAIRE;46;1624;388949.242529215;239.500765104197;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;TERTIAIRE;72;57;34806.1513374851;610.634233990967;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;TERTIAIRE;92;9;10301.6050035899;1144.62277817666;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;AGRICULTURE;02;20;1679.85579172299;83.9927895861494;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;INDUSTRIE;14;37;7693.48784806739;207.932104001821;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;TERTIAIRE;38;265;180554.308427895;681.337012935453;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;TERTIAIRE;64;789;180944.184311005;229.3335669341;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;75;21;1378.65514539237;65.6502450186841;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;INDUSTRIE;17;52;65990.301192688;1269.04425370554;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;INDUSTRIE;33;26;11726.5743155254;451.022089058671;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;TERTIAIRE;69;124;8430.24320933182;67.9858323333211;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;TERTIAIRE;79;48;12524.1777291232;260.920369356733;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;52;Pays de la Loire;ENT;INDUSTRIE;13;53;65267.17820286;1231.45619250679;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;09;2;7042.54571708834;3521.27285854417;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;32;58;25437.4591602937;438.576882074029;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;91;44;16906.3657005375;384.235584103124;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;INDUSTRIE;16;49;5233.32892735991;106.80263117061;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;TERTIAIRE;74;227;36907.9050912326;162.589890269747;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;63;33;10044.3878622436;304.375389764957;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;84;Auvergne-Rhône-Alpes;PRO;TERTIAIRE;;542217;4461733.99598077;8.2286870311716;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;78;3;649.454874557434;216.484958185811;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;53;Bretagne;ENT;TERTIAIRE;72;45;41943.7350241548;932.083000536773;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;24;Centre-Val de Loire;ENT;INDUSTRIE;14;19;2171.95818646376;114.31358876125;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;24;Centre-Val de Loire;ENT;INDUSTRIE;32;42;29657.7402798025;706.136673328631;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;24;Centre-Val de Loire;ENT;TERTIAIRE;81;54;7566.6711647544;140.123540088044;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;44;Grand-Est;ENT;AGRICULTURE;01;1721;145429.708693409;84.5030265504994;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;44;Grand-Est;ENT;INDUSTRIE;08;168;142944.30438677;850.858954683153;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;28;Normandie;ENT;TERTIAIRE;91;31;9070.12528543976;292.584686627089;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;75;Nouvelle Aquitaine;ENT;TERTIAIRE;98;4;180.135136312652;45.0337840781631;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;76;Occitanie;ENT;INDUSTRIE;18;124;43722.5325862085;352.601069243617;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;95;12;1307.06670271863;108.922225226553;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;52;Pays de la Loire;ENT;INDUSTRIE;13;52;58012.233448252;1115.61987400485;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;52;Pays de la Loire;ENT;INDUSTRIE;17;75;115505.23581718;1540.06981089573;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;52;Pays de la Loire;ENT;INDUSTRIE;26;69;65125.6156351896;943.84950195927;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;52;Pays de la Loire;ENT;TERTIAIRE;46;1522;433781.5644565;285.007598197438;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;52;Pays de la Loire;ENT;TERTIAIRE;66;65;7574.3416460356;116.528333015932;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;52;Pays de la Loire;ENT;TERTIAIRE;71;183;37625.0692460373;205.601471289821;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;52;Pays de la Loire;ENT;TERTIAIRE;78;9;2135.24116279547;237.249018088385;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;22;103;86584.6466687391;840.627637560574;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;11;Île-de-France;ENT;INDUSTRIE;25;835;237553.103599567;284.49473484978;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;11;Île-de-France;ENT;INDUSTRIE;26;298;276683.10060703;928.466780560504;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;11;Île-de-France;ENT;INDUSTRIE;35;1475;1125831.86565335;763.275841120915;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;11;Île-de-France;ENT;TERTIAIRE;58;475;92537.6865300712;194.816182168571;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;10;2952;1736346.41799667;588.193231028682;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;59;101;39320.7479189494;389.314335831182;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;74;79;10900.5163753963;137.981219941725;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;90;152;25151.5194574216;165.470522746195;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;27;74;177940.343157916;2404.59923186373;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;74;16;955.057290635904;59.691080664744;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;53;Bretagne;ENT;INDUSTRIE;27;30;10383.7652400661;346.125508002203;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;24;Centre-Val de Loire;ENT;INDUSTRIE;08;81;40321.3518465655;497.79446724155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;24;Centre-Val de Loire;ENT;INDUSTRIE;26;64;104580.719087224;1634.07373573788;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;24;Centre-Val de Loire;ENT;TERTIAIRE;99;4;67.9439365867333;16.9859841466833;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;44;Grand-Est;ENT;TERTIAIRE;45;837;83810.2788927702;100.131754949546;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;44;Grand-Est;ENT;TERTIAIRE;75;12;930.642958269258;77.5535798557715;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;32;Hauts-de-France;ENT;INDUSTRIE;05;1;27.2733671043009;27.2733671043009;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;32;Hauts-de-France;ENT;TERTIAIRE;46;1925;513542.244292991;266.775191840515;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;75;Nouvelle Aquitaine;ENT;INDUSTRIE;35;859;213364.603494326;248.387198480007;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;75;Nouvelle Aquitaine;ENT;TERTIAIRE;77;161;16165.1205570268;100.404475509483;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;75;Nouvelle Aquitaine;ENT;TERTIAIRE;96;297;43030.1268307821;144.882581921825;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;76;Occitanie;ENT;TERTIAIRE;46;1999;554001.645145971;277.13939226912;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;52;Pays de la Loire;ENT;INDUSTRIE;08;134;111859.697126954;834.773859156376;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;52;Pays de la Loire;ENT;INDUSTRIE;11;63;80795.076270523;1282.46152810354;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;52;Pays de la Loire;ENT;INDUSTRIE;21;29;31961.6612109971;1102.12624865507;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;52;Pays de la Loire;ENT;TERTIAIRE;37;62;50764.8918578873;818.788578353022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;52;Pays de la Loire;ENT;TERTIAIRE;49;366;106538.094527992;291.087689967191;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;52;Pays de la Loire;ENT;TERTIAIRE;96;167;17232.5627197992;103.188998322151;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;30;28;83243.4596816154;2972.98070291484;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;15;68;34228.1417793466;503.355026166861;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;24;138;213000.846130195;1543.48439224779;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;56;2878;333129.568469826;115.750371254283;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;63;31;10483.1049970607;338.16467732454;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;92;25;13977.4684778196;559.098739112785;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;43;572;32786.8760933008;57.3197134498266;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;90;43;4538.34909223436;105.543002144985;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;93;214;21287.0004400339;99.4719646730554;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;53;Bretagne;ENT;TERTIAIRE;94;268;47789.1054765611;178.317557748362;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;85;470;105559.992858278;224.595729485699;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;44;Grand-Est;ENT;AGRICULTURE;02;38;4440.26633509642;116.849114081485;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;44;Grand-Est;ENT;TERTIAIRE;99;1;33.1847380595648;33.1847380595648;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;INCONNU;;39;13087.2880950523;335.571489616725;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;INDUSTRIE;14;34;13932.81948781;409.788808464999;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;INDUSTRIE;19;6;6119.7724833412;1019.96208055687;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;TERTIAIRE;68;2150;271217.479333566;126.14766480631;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;TERTIAIRE;92;15;5492.83279994061;366.188853329374;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;28;Normandie;ENT;TERTIAIRE;75;21;1508.26573329038;71.8221777757326;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;28;Normandie;ENT;TERTIAIRE;82;165;45817.0290408345;277.678963883846;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;33;214;29596.8753131329;138.303155668845;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;71;177;50717.9014365238;286.541816025558;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;79;18;2252.88068754098;125.160038196721;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;INDUSTRIE;32;63;32579.779519421;517.139357451127;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;TERTIAIRE;79;31;4928.33214073679;158.9784561528;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;52;Pays de la Loire;ENT;INDUSTRIE;15;67;23719.6018941369;354.023908867715;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;52;Pays de la Loire;ENT;INDUSTRIE;16;127;100568.386267256;791.877057222491;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;52;Pays de la Loire;ENT;TERTIAIRE;59;33;14809.1371027737;448.761730387082;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;52;Pays de la Loire;ENT;TERTIAIRE;68;1613;231593.167170056;143.579148896501;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;INDUSTRIE;12;2;402.153781003728;201.076890501864;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;14;75;7338.12700366474;97.8416933821965;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;20;248;512030.033755083;2064.6372328834;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;53;168;31108.5368373297;185.169862126962;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;97;15;762.170401216344;50.8113600810896;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;46;1122;234697.67764809;209.177965818262;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;PRO;INCONNU;;9641;52661.1717404557;5.46221053214975;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;53;Bretagne;ENT;INDUSTRIE;17;33;93873.1820734493;2844.64188101361;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;53;Bretagne;ENT;INDUSTRIE;29;63;36071.6311961444;572.565574541975;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;24;Centre-Val de Loire;ENT;AGRICULTURE;02;40;3773.47937842362;94.3369844605906;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;24;Centre-Val de Loire;ENT;INDUSTRIE;22;153;407112.449127486;2660.86568057181;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;44;Grand-Est;ENT;TERTIAIRE;68;1447;164992.963532988;114.024162773316;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;INDUSTRIE;30;23;83917.8551335439;3648.6023971106;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;TERTIAIRE;73;44;4383.45974772601;99.6240851755912;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;75;Nouvelle Aquitaine;ENT;INDUSTRIE;17;110;249512.906982954;2268.29915439049;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;75;Nouvelle Aquitaine;ENT;TERTIAIRE;60;14;3686.98878139578;263.35634152827;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;52;Pays de la Loire;ENT;TERTIAIRE;36;810;273358.234771692;337.479302187274;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;81;138;16481.9800872134;119.43463831314;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;11;Île-de-France;ENT;TERTIAIRE;52;1442;649334.398333332;450.301247110494;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;27;251;209268.00419831;833.737068519164;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;33;440;48693.046620089;110.666015045657;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;97;9;80.0520092526951;8.89466769474391;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;ENT;AGRICULTURE;02;7;395.891709057168;56.5559584367383;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;ENT;INDUSTRIE;13;20;3407.6040676348;170.38020338174;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;ENT;INDUSTRIE;23;211;67861.8570517521;321.620175600721;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;ENT;TERTIAIRE;47;2308;819113.422484166;354.901829499205;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;ENT;TERTIAIRE;73;14;1135.12135846316;81.0800970330832;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;24;Centre-Val de Loire;ENT;INDUSTRIE;29;62;142158.418268551;2292.87771400889;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;24;Centre-Val de Loire;ENT;INDUSTRIE;43;517;36406.9517870938;70.4196359518256;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;TERTIAIRE;70;560;95182.2023026646;169.968218397615;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;TERTIAIRE;46;1888;493005.830456075;261.125969521226;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;TERTIAIRE;99;52;10409.2138240267;200.17718892359;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;RES;RESIDENTIEL;;2636635;11996059.5187308;4.54976116099908;115;25.14;3015376.27159811;8980683.24713271;1465905.5598592;2944155.76636817;1.14364569673015;3.40611546426893;0.555975916218663;1.11663380269479;2057.0058223176;2008.42117458847;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;INDUSTRIE;22;171;396644.683631276;2319.55955339927;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;38;175;140272.876686981;801.559295354179;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;TERTIAIRE;36;1254;347493.527072702;277.108075815552;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;TERTIAIRE;81;112;31943.160456804;285.206789792893;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;INDUSTRIE;29;61;100025.333172123;1639.75956019874;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
